t_s,status,grams
31.092,D,32.5654
31.092,D,32.5654
31.092,D,32.5654
31.296,D,32.5654
31.296,D,32.5654
31.296,D,32.5654
31.296,D,32.5654
31.296,D,32.5654
31.503,D,32.5654
31.503,D,32.5654
31.503,D,32.5654
31.503,D,32.5654
31.503,D,32.5654
31.710,D,32.5654
31.710,D,32.5654
31.710,D,32.5654
31.710,D,32.5654
31.917,D,32.5654
31.918,D,32.5654
31.918,D,32.5655
31.918,D,32.5655
31.918,D,32.5814
32.125,D,32.6102
32.125,D,32.6109
32.125,D,32.6109
32.125,D,32.6107
32.125,D,32.6105
32.332,D,32.6101
32.332,D,32.6097
32.332,D,32.6093
32.332,D,32.6090
32.540,D,32.6088
32.540,D,32.6086
32.540,D,32.6084
32.540,D,32.6082
32.540,D,32.6081
32.755,D,32.6079
32.755,D,32.6078
32.755,D,32.6077
32.755,D,32.6077
32.755,D,32.6074
32.961,D,32.6073
32.961,D,32.6073
32.961,D,32.6072
32.961,D,32.6072
32.961,D,32.6072
33.167,D,32.6071
33.167,D,32.6071
33.167,D,32.6071
33.167,D,32.6071
33.167,D,32.6071
33.373,D,32.6071
33.373,D,32.6071
33.373,D,32.6071
33.373,D,32.6071
33.580,D,32.6070
33.581,D,32.6070
33.581,D,32.6070
33.581,D,32.6070
33.581,D,32.6070
33.788,D,32.6070
33.788,D,32.6070
33.788,D,32.6070
33.788,D,32.6070
33.788,D,32.6070
33.996,D,32.6070
33.996,D,32.6069
33.996,D,32.6069
33.996,D,32.6069
34.202,D,32.6069
34.202,D,32.6069
34.202,D,32.6069
34.202,D,32.6069
34.202,D,32.6069
34.407,D,32.6068
34.407,D,32.6068
34.407,D,32.6068
34.407,D,32.6068
34.407,D,32.6068
34.613,D,32.6068
34.613,D,32.6068
34.613,D,32.6068
34.613,D,32.6067
34.613,D,32.6067
34.815,D,32.6067
34.815,D,32.6067
34.815,D,32.6067
34.815,D,32.6067
34.815,D,32.6067
35.018,D,32.6338
35.018,D,32.6511
35.018,D,32.6518
35.018,D,32.6517
35.221,D,32.6514
35.221,D,32.6510
35.221,D,32.6506
35.221,D,32.6502
35.221,D,32.6498
35.423,D,32.6496
35.423,D,32.6493
35.423,D,32.6491
35.423,D,32.6489
35.627,D,32.6487
35.627,D,32.6485
35.627,D,32.6484
35.627,D,32.6483
35.627,D,32.6482
35.828,D,32.6478
35.828,D,32.6476
35.828,D,32.6476
35.828,D,32.6476
35.828,D,32.6476
36.032,D,32.6475
36.032,D,32.6475
36.032,D,32.6475
36.032,D,32.6475
36.236,D,32.6475
36.236,D,32.6475
36.236,D,32.6475
36.236,D,32.6475
36.236,D,32.6475
36.442,D,32.6475
36.442,D,32.6475
36.442,D,32.6475
36.442,D,32.6475
36.442,D,32.6475
36.650,D,32.6476
36.650,D,32.6476
36.650,D,32.6476
36.650,D,32.6476
36.854,D,32.6476
36.854,D,32.6476
36.854,D,32.6476
36.854,D,32.6476
36.854,D,32.6476
37.057,D,32.6476
37.057,D,32.6476
37.057,D,32.6476
37.057,D,32.6476
37.057,D,32.6476
37.264,D,32.6476
37.264,D,32.6476
37.264,D,32.6476
37.264,D,32.6476
37.264,D,32.6476
37.471,D,32.6476
37.471,D,32.6476
37.471,D,32.6476
37.471,D,32.6476
37.678,D,32.6476
37.678,D,32.6476
37.678,D,32.6476
37.678,D,32.6476
37.678,D,32.6476
37.885,D,32.6476
37.885,D,32.6476
37.885,D,32.6476
37.885,D,32.6894
37.885,D,32.6930
38.091,D,32.6932
38.091,D,32.6930
38.091,D,32.6928
38.091,D,32.6926
38.297,D,32.6922
38.297,D,32.6918
38.297,D,32.6916
38.297,D,32.6914
38.297,D,32.6912
38.504,D,32.6910
38.504,D,32.6909
38.504,D,32.6907
38.504,D,32.6906
38.504,D,32.6904
38.712,D,32.6903
38.712,D,32.6903
38.712,D,32.6901
38.712,D,32.6899
38.712,D,32.6898
38.918,D,32.6898
38.918,D,32.6897
38.918,D,32.6897
38.918,D,32.6896
39.126,D,32.6896
39.126,D,32.6896
39.126,D,32.6896
39.126,D,32.6896
39.126,D,32.6895
39.333,D,32.6895
39.333,D,32.6895
39.333,D,32.6895
39.333,D,32.6895
39.333,D,32.6895
39.540,D,32.6895
39.540,D,32.6895
39.540,D,32.6895
39.540,D,32.6895
39.540,D,32.6895
39.746,D,32.6895
39.746,D,32.6895
39.746,D,32.6894
39.746,D,32.6894
39.954,D,32.6894
39.954,D,32.6894
39.954,D,32.6894
39.954,D,32.6894
39.954,D,32.6894
40.161,D,32.6894
40.161,D,32.6894
40.161,D,32.6893
40.161,D,32.6893
40.161,D,32.6893
40.368,D,32.6893
40.368,D,32.6893
40.368,D,32.6893
40.368,D,32.6893
40.368,D,32.6893
40.575,D,32.6893
40.575,D,32.6893
40.575,D,32.6893
40.575,D,32.6893
40.781,D,32.6893
40.781,D,32.6893
40.781,D,32.6893
40.781,D,32.6893
40.781,D,32.6969
40.988,D,32.7339
40.989,D,32.7347
40.989,D,32.7347
40.989,D,32.7345
40.989,D,32.7343
41.194,D,32.7340
41.194,D,32.7336
41.194,D,32.7332
41.194,D,32.7329
41.402,D,32.7327
41.402,D,32.7325
41.402,D,32.7323
41.402,D,32.7322
41.402,D,32.7320
41.609,D,32.7319
41.609,D,32.7318
41.609,D,32.7317
41.609,D,32.7317
41.609,D,32.7315
41.814,D,32.7314
41.814,D,32.7314
41.814,D,32.7313
41.814,D,32.7313
41.814,D,32.7313
42.022,D,32.7313
