uart_idx,step_idx,t_uart_rel_ms,t_step_rel_ms,t_lag_ms,delta_g,v_true_uL,v_est_uL,v_diff_uL
70,35,106667.0,107233.0,566.0,0.08056595079232665,80.56595079232665,45.89050301276274,-34.6754477795639
73,37,111352.0,111683.0,331.0,0.07903784722222218,79.03784722222218,43.65428241975525,-35.383564802466935
76,39,116045.0,115983.0,-62.0,0.08083197393822417,80.83197393822417,44.0879097881349,-36.744064150089265
80,42,122302.0,122708.0,406.0,0.0800756756756753,80.07567567567531,45.35858183566271,-34.7170938400126
83,44,126997.0,127108.0,111.0,0.08145771570796434,81.45771570796434,44.29137220735291,-37.16634350061143
87,47,133282.0,133733.0,451.0,0.0808545206103064,80.8545206103064,45.06795598492479,-35.78656462538161
90,49,137995.0,138158.0,163.0,0.08014084192579363,80.14084192579362,44.88970607658034,-35.251135849213284
94,52,144290.0,144833.0,543.0,0.08108318181818186,81.08318181818186,43.30075720684231,-37.78242461133954
97,55,149029.0,149283.0,254.0,0.08193495495495551,81.93495495495551,44.002108824931526,-37.93284613002399
100,57,153762.0,153808.0,46.0,0.07975512175324617,79.75512175324617,43.460100245001065,-36.29502150824511
101,58,155345.0,155933.0,588.0,0.08199698863636407,81.99698863636407,42.2087318854113,-39.78825675095277
104,60,160107.0,160483.0,376.0,0.08002997866287398,80.02997866287399,42.6505432278779,-37.37943543499609
107,62,164866.0,165033.0,167.0,0.0789340171990176,78.9340171990176,42.86923317919987,-36.064784019817736
113,67,175994.0,176233.0,239.0,0.08020107853982328,80.20107853982327,43.18123579116391,-37.019842748659364
116,69,180771.0,180783.0,12.0,0.07908179793429682,79.08179793429682,41.710547860255865,-37.37125007404095
120,72,187153.0,187533.0,380.0,0.08063424937447827,80.63424937447827,42.7677484749196,-37.86650089955867
123,74,191940.0,192083.0,143.0,0.07983228228228256,79.83228228228256,44.10512433057984,-35.72715795170272
127,77,198332.0,198908.0,576.0,0.08016472060050006,80.16472060050006,44.13536506703451,-36.02935553346555
130,79,203136.0,203433.0,297.0,0.0806627976190466,80.6627976190466,42.68475865208111,-37.97803896696549
133,81,207956.0,207983.0,27.0,0.08067908286403913,80.67908286403913,43.388723636919075,-37.29035922712006
137,84,214392.0,214808.0,416.0,0.08126886881147222,81.26886881147222,43.56398803891714,-37.70488077255508
140,86,219229.0,219408.0,179.0,0.08077458640458612,80.77458640458613,42.4628737541877,-38.311712650398434
143,88,224086.0,224058.0,-28.0,0.07951300050049959,79.51300050049959,42.57881589120321,-36.93418460929637
147,91,230555.0,230858.0,303.0,0.08147477064220077,81.47477064220077,42.4899271333321,-38.984843508868664
150,93,235414.0,235458.0,44.0,0.08125157037771746,81.25157037771746,41.64965959429956,-39.6019107834179
154,96,241886.0,242408.0,522.0,0.08135538600801784,81.35538600801783,42.367931302165815,-38.987454705852016
157,98,246740.0,247083.0,343.0,0.08058691134639684,80.58691134639685,39.146892948876385,-41.44001839752046
159,100,249980.0,250408.0,428.0,0.04385796460177005,43.85796460177005,41.83236329468112,-2.0256013070889267
160,101,251602.0,251733.0,131.0,0.07962443818718068,79.62443818718069,41.318580587424954,-38.30585759975573
164,104,258095.0,258633.0,538.0,0.08068312500000108,80.68312500000107,39.21470647543928,-41.46841852456179
167,106,262975.0,263283.0,308.0,0.08164272727272603,81.64272727272603,41.03524704255283,-40.6074802301732
170,108,267880.0,267983.0,103.0,0.08130827754360048,81.30827754360048,40.60618623941029,-40.70209130419019
174,111,274423.0,274933.0,510.0,0.08127716340193558,81.27716340193558,40.75469947593783,-40.522463925997755
177,113,279343.0,279633.0,290.0,0.08128136363636429,81.28136363636429,42.06670175516649,-39.2146618811978
180,115,284265.0,284383.0,118.0,0.08044424603174605,80.44424603174605,38.02300666158088,-42.42123937016517
184,118,290836.0,291358.0,522.0,0.08163904586404591,81.63904586404591,39.62278019493276,-42.01626566911315
185,119,292481.0,292458.0,-23.0,0.03417696428571304,34.17696428571304,41.52011266024357,7.343148374530529
187,121,295769.0,296133.0,364.0,0.08008689189189155,80.08689189189155,49.48561599400348,-30.601275897888073
190,123,300699.0,300783.0,84.0,0.08094936117936058,80.94936117936058,48.47098458717945,-32.47837659218113
194,126,307306.0,307858.0,552.0,0.08158840475170592,81.58840475170592,46.64717464881788,-34.94123010288804
197,128,312250.0,312633.0,383.0,0.08034276887507019,80.34276887507019,47.71293842639494,-32.62983044867525
199,130,315550.0,315983.0,433.0,0.04001529242657753,40.01529242657753,47.077672679443005,7.0623802528654736
200,131,317201.0,317333.0,132.0,0.08128499754259444,81.28499754259444,48.52945166428084,-32.7555458783136
202,133,320501.0,320858.0,357.0,0.08174684684684763,81.74684684684763,47.44711170444541,-34.29973514240222
205,135,325465.0,325633.0,168.0,0.08170241714929283,81.70241714929283,47.19915758206789,-34.50325956722494
208,137,330424.0,330383.0,-41.0,0.060517674037674496,60.517674037674496,46.994457472469435,-13.523216565205061
210,139,333744.0,333933.0,189.0,0.08177954545454469,81.77954545454469,47.87779472472071,-33.90175072982398
212,141,337071.0,337583.0,512.0,0.08265818181818041,82.65818181818041,47.27135921035598,-35.38682260782443
215,143,342056.0,342333.0,277.0,0.08154718673218753,81.54718673218753,47.06214581344664,-34.485040918740886
217,146,345381.0,345883.0,502.0,0.08208513513513793,82.08513513513793,46.92146319218836,-35.16367194294957
220,148,350380.0,350758.0,378.0,0.08067909500409343,80.67909500409343,46.949458866172336,-33.72963613792109
221,149,352050.0,351958.0,-92.0,0.08145799344799443,81.45799344799443,47.68700613991475,-33.770987308079675
222,150,353710.0,354283.0,573.0,0.081393906633906,81.393906633906,46.46986340763454,-34.92404322627146
228,155,363728.0,363908.0,180.0,0.08238909351829626,82.38909351829626,46.19390718836277,-36.19518632993349
231,158,368753.0,368708.0,-45.0,0.08083528432489295,80.83528432489295,45.47420010750933,-35.36108421738362
233,160,372098.0,372408.0,310.0,0.08134968377468432,81.34968377468432,46.0682416997727,-35.281442074911624
235,162,375455.0,375958.0,503.0,0.08241216216216252,82.41216216216252,45.54308482668652,-36.869077335476
238,165,380481.0,380608.0,127.0,0.03919144144144404,39.19144144144404,46.58720745881084,7.395766017366796
241,168,385523.0,385683.0,160.0,0.0822522522522533,82.2522522522533,46.5812937404451,-35.6709585118082
243,170,388886.0,389333.0,447.0,0.08272738210204267,82.72738210204267,46.23881125678844,-36.48857084525423
248,175,397307.0,397858.0,551.0,0.05120634833309623,51.20634833309623,46.15897645316265,-5.0473718799335785
249,176,398980.0,399083.0,103.0,0.082480367234119,82.480367234119,46.395219370419184,-36.08514786369982
251,179,402370.0,402758.0,388.0,0.08181500178043777,81.81500178043777,45.36683139386374,-36.44817038657403
256,184,410803.0,411183.0,380.0,0.04024793784610381,40.24793784610381,46.01428640311502,5.766348557011213
257,185,412487.0,412508.0,21.0,0.05619117526617501,56.19117526617501,46.23641669899345,-9.954758567181557
259,187,415868.0,416183.0,315.0,0.051915876623379376,51.915876623379376,46.12794379314244,-5.787932830236933
262,190,420952.0,421058.0,106.0,0.0823531818181813,82.3531818181813,45.74885909925096,-36.60432271893034
264,192,424341.0,424833.0,492.0,0.08168922136422196,81.68922136422196,44.10955499639304,-37.57966636782893
267,195,429427.0,429583.0,156.0,0.03991710526315728,39.91710526315728,44.931154139727646,5.014048876570364
270,198,434515.0,434708.0,193.0,0.07788442728442568,77.88442728442568,45.64418088525558,-32.240246399170104
272,201,437920.0,438358.0,438.0,0.06060838656838641,60.60838656838641,43.70042804719015,-16.907958521196257
273,202,439623.0,439583.0,-40.0,0.08190757575757601,81.90757575757601,45.055692289355996,-36.85188346822002
275,204,443021.0,443358.0,337.0,0.08222202568471104,82.22202568471104,45.85354577885425,-36.368479905856795
277,206,446421.0,447008.0,587.0,0.08227171266233846,82.27171266233846,44.70241285482366,-37.569299807514795
278,207,448124.0,448033.0,-91.0,0.040342342342343684,40.342342342343684,44.49621399813739,4.153871655793708
281,210,453231.0,453183.0,-48.0,0.049830767306087154,49.830767306087154,44.55167970832524,-5.279087597761915
282,212,454936.0,455508.0,572.0,0.0404045045045045,40.4045045045045,44.01169353889852,3.6071890343940183
283,213,456638.0,456858.0,220.0,0.04059403669724837,40.59403669724837,44.47311601858611,3.8790793213377412
286,217,461760.0,461908.0,148.0,0.08270416666666769,82.70416666666769,43.86458556083353,-38.83958110583416
288,220,465168.0,465633.0,465.0,0.08215081974176108,82.15081974176108,45.386501472422296,-36.76431826933879
290,224,470246.0,470483.0,237.0,0.039871014133399996,39.871014133399996,43.093107908111946,3.2220937747119507
291,225,471946.0,471908.0,-38.0,0.04446271434032312,44.46271434032312,44.542737015216325,0.08002267489320758
293,228,475359.0,475633.0,274.0,0.04914447500598129,49.14447500598129,46.02120569331448,-3.123269312666814
296,232,480476.0,480658.0,182.0,0.08133626126126181,81.33626126126181,44.89108380733592,-36.44517745392589
298,234,483892.0,484458.0,566.0,0.08254331980519503,82.54331980519503,45.185911063934974,-37.35740874126005
299,235,485604.0,485558.0,-46.0,0.040458552212108145,40.458552212108145,45.77628328403278,5.317731071924634
301,238,489032.0,489233.0,201.0,0.03967654867256698,39.67654867256698,45.235688879951915,5.559140207384935
302,239,490742.0,490708.0,-34.0,0.07011778436307559,70.11778436307559,45.360979104188054,-24.756805258887532
303,241,492455.0,493033.0,578.0,0.040045000000000996,40.045000000001,45.428591345092194,5.383591345091197
304,242,494170.0,494458.0,288.0,0.040941567973311166,40.941567973311166,44.6660391228734,3.724471149562234
307,245,499316.0,499433.0,117.0,0.08287805075658383,82.87805075658383,45.26938138971355,-37.60866936687028
309,247,502749.0,503208.0,459.0,0.0815868181818189,81.5868181818189,45.598399473839436,-35.98841870797946
312,251,507905.0,508108.0,203.0,0.039691016118833744,39.691016118833744,45.913357825195455,6.222341706361711
315,254,513062.0,513258.0,196.0,0.040553571428567636,40.553571428567636,44.183804604229465,3.6302331756618287
317,256,516510.0,517058.0,548.0,0.041481334420119254,41.48133442011925,45.974951605428814,4.49361718530956
318,257,518242.0,518308.0,66.0,0.08075797257433948,80.75797257433948,44.642917745929225,-36.11505482841025
320,260,521692.0,522108.0,416.0,0.08122069134993737,81.22069134993737,43.53298560913849,-37.687705740798876
325,266,530278.0,530808.0,530.0,0.03976061946902476,39.76061946902476,44.28686566490409,4.526246195879331
326,267,532004.0,532158.0,154.0,0.044390208845211276,44.390208845211276,44.55796545100183,0.16775660579055085
328,269,535461.0,535958.0,497.0,0.04613567269586838,46.13567269586838,45.30091448446071,-0.8347582114076673
329,270,537186.0,537308.0,122.0,0.08272101556101674,82.72101556101674,43.25599855325577,-39.46501700776097
331,273,540637.0,541083.0,446.0,0.08249004029709184,82.49004029709184,44.95765759740724,-37.5323826996846
336,279,549307.0,549833.0,526.0,0.03977568807339438,39.77568807339438,45.36043579414033,5.584747720745952
337,280,551036.0,551258.0,222.0,0.04162767403767731,41.62767403767731,45.02788649952249,3.400212461845179
